-55, -50, 37.683
-53.911, -51.678, 20
-52.651, -53.228, 38.811
-51.249, -54.651, 48.657
-49.733, -55.952, 60.499
-48.126, -57.14, 73.628
-46.445, -58.224, 87.532
-44.687, -59.177, 101.757
-42.889, -60.05, 115.86
-41.057, -60.852, 127
-39.19, -61.568, 127
-37.295, -62.205, 127
-35.385, -62.797, 127
-33.454, -63.317, 127
-31.509, -63.782, 127
-29.556, -64.215, 127
-27.588, -64.572, 127
-25.616, -64.904, 127
-23.637, -65.189, 127
-21.652, -65.432, 127
-19.664, -65.65, 127
-17.671, -65.813, 127
-15.676, -65.963, 127
-13.679, -66.06, 127
-11.68, -66.14, 127
-9.681, -66.18, 127
-7.681, -66.196, 127
-5.681, -66.182, 127
-3.682, -66.137, 127
-1.683, -66.071, 127
0.314, -65.968, 127
2.311, -65.85, 127
4.304, -65.69, 127
6.297, -65.521, 127
8.286, -65.305, 127
10.273, -65.082, 127
12.255, -64.813, 127
14.235, -64.533, 127
16.209, -64.212, 127
18.18, -63.873, 127
20.145, -63.5, 127
22.104, -63.099, 127
24.058, -62.672, 127
26.002, -62.205, 127
27.943, -61.721, 127
29.869, -61.182, 127
31.79, -60.626, 126.161
33.696, -60.022, 122.052
35.591, -59.382, 117.8
37.475, -58.71, 113.388
39.335, -57.975, 108.798
41.182, -57.209, 104.005
43.005, -56.387, 98.98
44.798, -55.501, 93.687
46.566, -54.568, 88.077
48.299, -53.57, 82.083
49.976, -52.481, 75.616
51.604, -51.32, 68.545
53.169, -50.077, 60.655
54.655, -48.739, 51.567
56.019, -47.277, 40.487
57.242, -45.695, 24.894
57.923, -44.689, 0
57.923, -44.689, 0
69.127, -28.122, 0
endData
255
127
200
-55, -50, -40.574, -75.74, 43.553, -68.454, 57.923, -44.689
#PATH.JERRYIO-DATA {"appVersion":"0.5.1","format":"LemLib v0.4.x (inch, byte-voltage)","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"VRC 2024 - Over Under","signature":"VRC 2024 - Over Under","origin":{"__type":"built-in"}}},"paths":[{"segments":[{"controls":[{"uid":"FGr5gO6WSt","x":-55,"y":-50,"lock":false,"visible":true,"heading":90,"__type":"end-point"},{"uid":"rsv9MgxJm1","x":-40.574002127044324,"y":-75.74009968305394,"lock":false,"visible":true,"__type":"control"},{"uid":"T820Y695HU","x":43.55326781057275,"y":-68.4540065775111,"lock":false,"visible":true,"__type":"control"},{"uid":"8fzV8WBML4","x":57.922866542052354,"y":-44.68890098314099,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"g88zU6dMeU"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":127},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":4,"label":"4"},"step":0.01,"from":1.4,"to":1.8},"maxDecelerationRate":255},"name":"Path","uid":"QZRNhDrfwD","lock":false,"visible":true}]}
